epoch,train_loss,val_loss,val_snr_gain_db,epoch_time_s
1,0.00161323,0.00126704,1.45767479,234.1539
2,0.00123946,0.00124411,1.55246148,272.4617
3,0.00122149,0.00123706,1.60063729,265.3714
4,0.00121614,0.00123053,1.61742350,276.5575
5,0.00121160,0.00122812,1.70802037,277.2346
6,0.00121154,0.00122397,1.73418814,272.8307
7,0.00120836,0.00123348,1.68108726,269.8727
8,0.00120711,0.00123003,1.70825762,258.8590
9,0.00120585,0.00121995,1.85487675,248.5556
10,0.00120645,0.00122073,1.83929823,250.1558
