epoch,train_loss,val_loss,val_snr_gain_db,epoch_time_s
1,2.37554011,1.94472927,-21.35612906,1270.8373
2,1.77578182,1.70028270,-24.98220049,1820.8470
3,1.50811538,1.60423497,-27.53194866,1911.7088
4,1.51734509,1.43134014,-28.45560022,1901.3584
5,1.54841141,1.79185831,-29.81139434,1907.9504
6,1.57660964,1.82167891,-31.51806102,1836.7365
7,1.39753258,1.58919990,-31.91827623,1885.0269
8,1.35880882,1.49600635,-32.29295608,1516.8016
9,1.38158660,2.15782009,-33.98584800,1364.5113
