epoch,train_loss,val_loss,val_snr_gain_db,epoch_time_s
1,0.00146616,0.00122440,1.52924044,620.6004
2,0.00121108,0.00121992,1.67997603,672.9802
3,0.00120585,0.00120759,1.82955067,670.7968
4,0.00119888,0.00120493,1.88619012,669.4304
5,0.00119509,0.00120563,1.91141367,670.8999
6,0.00119506,0.00120508,1.93286782,669.4089
7,0.00119269,0.00120225,1.95643489,669.0348
8,0.00119330,0.00120324,1.92699908,676.5721
9,0.00119194,0.00120404,1.97715256,672.6064
10,0.00119250,0.00120043,1.96662158,671.8997
